id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,distancia_km,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,distancia_km_norm,cluster,tsne-3d-1,tsne-3d-2,tsne-3d-3
584,2012-04-24,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1335225600,1,1,0.6464646464646465,0.0595238095238102,0.7734627831715208,0,-11.372908,14.480355,36.26352
589,2012-04-24,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1335225600,1,1,0.6464646464646465,0.0595238095238102,0.7734627831715208,0,-11.372908,14.480355,36.26352
597,2012-04-25,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1335312000,1,1,0.6464646464646465,0.06349206349206327,0.7734627831715208,0,-2.3275568,18.935848,34.325356
611,2012-04-27,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1335484800,1,1,0.6464646464646465,0.0714285714285694,0.44983818770226547,0,19.822989,-29.198467,11.740768
631,2012-04-25,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,30,809.0,1335312000,1,1,0.29292929292929293,0.06349206349206327,0.9579288025889969,0,15.850531,-14.972424,-24.734667
631,2012-04-25,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,60,809.0,1335312000,1,1,0.595959595959596,0.06349206349206327,0.9579288025889969,0,43.29608,-11.91377,-6.502262
634,2012-05-03,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,65,822.0,1336003200,0,0,0.6464646464646465,0.0952380952380949,1.0,0,44.478695,-4.2220545,3.298307
635,2012-05-03,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,65,822.0,1336003200,1,1,0.6464646464646465,0.0952380952380949,1.0,0,44.478695,-4.2220545,3.298307
638,2012-05-03,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,94,822.0,1336003200,1,1,0.9393939393939396,0.0952380952380949,1.0,0,39.800415,17.865345,30.808117
742,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,70,822.0,1336089600,1,1,0.6969696969696971,0.09920634920634797,1.0,0,44.32806,4.5664034,14.151392
743,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,65,822.0,1336089600,1,1,0.6464646464646465,0.09920634920634797,1.0,0,50.8618,1.1775073,-1.1185561
749,2012-05-08,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,68,822.0,1336435200,1,1,0.6767676767676769,0.11507936507936734,1.0,0,49.69006,14.745178,7.8218822
761,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,55,822.0,1336089600,1,1,0.5454545454545455,0.09920634920634797,1.0,0,41.508533,-8.714151,-14.865384
761,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,45,822.0,1336089600,1,1,0.4444444444444445,0.09920634920634797,1.0,0,36.72948,-16.971706,-20.40241
765,2012-05-07,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,100,822.0,1336348800,1,1,1.0,0.11111111111111427,1.0,0,32.698975,21.051476,32.008915
1279,2012-05-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1336608000,1,1,0.6464646464646465,0.12301587301587347,0.44983818770226547,0,6.767632,-29.811218,10.556018
1280,2012-05-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1336608000,1,1,0.6464646464646465,0.12301587301587347,0.44983818770226547,0,6.767632,-29.811218,10.556018
1286,2012-05-08,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,68,822.0,1336435200,1,1,0.6767676767676769,0.11507936507936734,1.0,0,49.69006,14.745178,7.8218822
1296,2012-05-02,350,302334,2,SÃO LUÍS DE MONTES BELOS,GO,GUARDA-MOR,MG,70,586.0,1335916800,0,0,0.6969696969696971,0.09126984126984183,0.2362459546925566,0,14.325484,-42.593365,27.760588
1297,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,65,822.0,1336089600,1,1,0.6464646464646465,0.09920634920634797,1.0,0,42.17804,1.6536982,-4.423588
1308,2012-05-07,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,70,822.0,1336348800,1,1,0.6969696969696971,0.11111111111111427,1.0,0,41.212193,14.391165,13.623824
1324,2012-05-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1336608000,1,1,0.6464646464646465,0.12301587301587347,0.44983818770226547,0,6.767632,-29.811218,10.556018
1326,2012-05-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1336608000,1,1,0.6464646464646465,0.12301587301587347,0.44983818770226547,0,6.767632,-29.811218,10.556018
1343,2012-05-18,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,72,652.0,1337299200,1,1,0.7171717171717172,0.1547619047619051,0.44983818770226547,0,-4.032213,-40.123108,7.779868
1349,2012-05-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1336953600,1,1,0.6464646464646465,0.13888888888888573,0.7734627831715208,0,-9.574279,18.636591,23.864038
1352,2012-05-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1336953600,1,1,0.6464646464646465,0.13888888888888573,0.7734627831715208,0,-15.465957,24.25059,25.900694
1354,2012-05-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1336953600,1,1,0.6464646464646465,0.13888888888888573,0.7734627831715208,0,-9.574279,18.636591,23.864038
2042,2012-05-29,686,302334,2,BONÓPOLIS,GO,GUARDA-MOR,MG,80,741.0,1338249600,0,0,0.7979797979797981,0.19841269841269593,0.737864077669903,0,9.178735,25.824585,18.572449
2475,2012-06-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1339632000,1,1,0.6464646464646465,0.2619047619047592,0.7734627831715208,0,15.607952,3.3325922,19.451262
2482,2012-06-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1339632000,1,1,0.6464646464646465,0.2619047619047592,0.7734627831715208,0,15.607952,3.3325922,19.451262
2490,2012-06-21,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,67,652.0,1340236800,1,1,0.6666666666666667,0.28968253968253777,0.44983818770226547,0,-10.413217,-14.141655,39.352886
98,2012-04-12,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334188800,1,1,0.6464646464646465,0.011904761904759198,0.44983818770226547,0,25.599194,-27.298044,25.048552
102,2012-04-16,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,28,809.0,1334534400,1,1,0.27272727272727276,0.027777777777778567,0.9579288025889969,0,10.996293,-21.921965,-31.322458
102,2012-04-16,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,30,809.0,1334534400,1,1,0.29292929292929293,0.027777777777778567,0.9579288025889969,0,12.73522,-23.521057,-21.782625
115,2012-04-17,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1334620800,1,1,0.6464646464646465,0.03174603174603163,0.7734627831715208,0,-2.8115375,12.781906,49.624573
121,2012-04-09,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1333929600,1,1,0.6464646464646465,0.0,0.44983818770226547,0,33.242596,-20.16836,24.430803
122,2012-04-09,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1333929600,1,1,0.6464646464646465,0.0,0.44983818770226547,0,33.242596,-20.16836,24.430803
123,2012-04-09,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,28,809.0,1333929600,1,1,0.27272727272727276,0.0,0.9579288025889969,0,7.336163,-32.621296,-31.319227
123,2012-04-09,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,28,809.0,1333929600,1,1,0.27272727272727276,0.0,0.9579288025889969,0,7.336163,-32.621296,-31.319227
364,2012-04-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,16,652.0,1334016000,1,1,0.15151515151515152,0.003968253968253066,0.44983818770226547,0,31.636698,-39.052555,-0.480685
365,2012-04-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,12,652.0,1334016000,1,1,0.11111111111111112,0.003968253968253066,0.44983818770226547,0,32.17362,-35.23203,-4.104551
368,2012-04-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334016000,1,1,0.6464646464646465,0.003968253968253066,0.44983818770226547,0,33.94003,-28.962326,18.796299
388,2012-04-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334016000,1,1,0.6464646464646465,0.003968253968253066,0.44983818770226547,0,33.94003,-28.962326,18.796299
393,2012-04-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334016000,1,1,0.6464646464646465,0.003968253968253066,0.44983818770226547,0,33.94003,-28.962326,18.796299
564,2012-04-19,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,60,809.0,1334793600,1,1,0.595959595959596,0.039682539682537765,0.9579288025889969,0,50.903774,-13.706732,-3.3061204
583,2012-04-24,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1335225600,1,1,0.6464646464646465,0.0595238095238102,0.7734627831715208,0,-4.9543724,28.090689,38.05012
585,2012-04-24,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1335225600,1,1,0.6464646464646465,0.0595238095238102,0.7734627831715208,0,-4.9543724,28.090689,38.05012
593,2012-04-25,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1335312000,1,1,0.6464646464646465,0.06349206349206327,0.7734627831715208,0,-2.3275568,18.935848,34.325356
605,2012-04-27,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1335484800,1,1,0.6464646464646465,0.0714285714285694,0.44983818770226547,0,19.822989,-29.198467,11.740768
609,2012-04-27,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1335484800,1,1,0.6464646464646465,0.0714285714285694,0.44983818770226547,0,19.822989,-29.198467,11.740768
610,2012-04-27,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1335484800,1,1,0.6464646464646465,0.0714285714285694,0.44983818770226547,0,19.822989,-29.198467,11.740768
613,2012-04-27,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1335484800,1,1,0.6464646464646465,0.0714285714285694,0.44983818770226547,0,19.822989,-29.198467,11.740768
621,2012-04-27,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,90,652.0,1335484800,1,1,0.8989898989898991,0.0714285714285694,0.44983818770226547,0,-6.7248425,-55.35628,7.175394
633,2012-04-25,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,30,809.0,1335312000,1,1,0.29292929292929293,0.06349206349206327,0.9579288025889969,0,15.850531,-14.972424,-24.734667
633,2012-04-25,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,60,809.0,1335312000,1,1,0.595959595959596,0.06349206349206327,0.9579288025889969,0,55.81544,-9.972129,-9.100819
636,2012-05-03,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,65,822.0,1336003200,1,1,0.6464646464646465,0.0952380952380949,1.0,0,36.379517,-0.52080923,2.5540257
639,2012-05-03,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,94,822.0,1336003200,1,1,0.9393939393939396,0.0952380952380949,1.0,0,39.800415,17.865345,30.808117
731,2012-05-08,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,68,822.0,1336435200,1,1,0.6767676767676769,0.11507936507936734,1.0,0,42.581505,9.737043,4.147725
747,2012-05-08,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,68,822.0,1336435200,1,1,0.6767676767676769,0.11507936507936734,1.0,0,42.581505,9.737043,4.147725
831,2012-05-02,350,302334,2,SÃO LUÍS DE MONTES BELOS,GO,GUARDA-MOR,MG,70,586.0,1335916800,1,1,0.6969696969696971,0.09126984126984183,0.2362459546925566,0,14.325484,-42.593365,27.760588
1257,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,65,822.0,1336089600,1,1,0.6464646464646465,0.09920634920634797,1.0,0,42.17804,1.6536982,-4.423588
1258,2012-05-02,350,302334,2,SÃO LUÍS DE MONTES BELOS,GO,GUARDA-MOR,MG,70,586.0,1335916800,1,1,0.6969696969696971,0.09126984126984183,0.2362459546925566,0,18.147575,-46.223797,23.058395
1260,2012-05-04,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,57,809.0,1336089600,1,1,0.5656565656565657,0.09920634920634797,0.9579288025889969,0,48.555653,-6.5367785,-12.077498
1260,2012-05-04,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,40,809.0,1336089600,1,1,0.393939393939394,0.09920634920634797,0.9579288025889969,0,28.847961,-16.26378,-23.110115
1268,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,2,809.0,1336521600,0,0,0.010101010101010102,0.1190476190476204,0.9579288025889969,0,14.034907,-6.2967443,-46.147633
1268,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,4,809.0,1336521600,1,1,0.030303030303030304,0.1190476190476204,0.9579288025889969,0,10.45303,-13.625405,-44.741436
1268,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,86,809.0,1336521600,1,1,0.8585858585858587,0.1190476190476204,0.9579288025889969,0,38.267483,9.50849,28.600306
1270,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,3,809.0,1336521600,1,1,0.0202020202020202,0.1190476190476204,0.9579288025889969,0,7.6511445,-6.8233867,-40.394455
1270,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,3,809.0,1336521600,1,1,0.0202020202020202,0.1190476190476204,0.9579288025889969,0,7.6511445,-6.8233867,-40.394455
1270,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,86,809.0,1336521600,1,1,0.8585858585858587,0.1190476190476204,0.9579288025889969,0,38.267483,9.50849,28.600306
1272,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,1,809.0,1336521600,1,1,0.0,0.1190476190476204,0.9579288025889969,0,8.473922,-0.19726592,-45.96954
1272,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,2,809.0,1336521600,1,1,0.010101010101010102,0.1190476190476204,0.9579288025889969,0,14.034907,-6.2967443,-46.147633
1272,2012-05-09,626,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,89,809.0,1336521600,1,1,0.8888888888888891,0.1190476190476204,0.9579288025889969,0,34.171856,12.790018,34.399788
1285,2012-05-08,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,67,822.0,1336435200,1,1,0.6666666666666667,0.11507936507936734,1.0,0,50.478207,10.900826,-0.965309
1289,2012-05-08,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,68,822.0,1336435200,1,1,0.6767676767676769,0.11507936507936734,1.0,0,42.581505,9.737043,4.147725
1301,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,65,822.0,1336089600,1,1,0.6464646464646465,0.09920634920634797,1.0,0,50.8618,1.1775073,-1.1185561
1304,2012-05-04,300,302334,2,SÃO MIGUEL DO ARAGUAIA,GO,GUARDA-MOR,MG,70,822.0,1336089600,1,1,0.6969696969696971,0.09920634920634797,1.0,0,44.32806,4.5664034,14.151392
1312,2012-05-02,350,302334,2,JAUPACI,GO,GUARDA-MOR,MG,72,674.0,1335916800,1,1,0.7171717171717172,0.09126984126984183,0.5210355987055015,0,5.397199,-49.50245,0.47532955
1313,2012-05-02,350,302334,2,JAUPACI,GO,GUARDA-MOR,MG,72,674.0,1335916800,1,1,0.7171717171717172,0.09126984126984183,0.5210355987055015,0,5.397199,-49.50245,0.47532955
1322,2012-05-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1336608000,1,1,0.6464646464646465,0.12301587301587347,0.44983818770226547,0,6.767632,-29.811218,10.556018
1327,2012-05-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1336608000,1,1,0.6464646464646465,0.12301587301587347,0.44983818770226547,0,6.767632,-29.811218,10.556018
1330,2012-05-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1336608000,1,1,0.6464646464646465,0.12301587301587347,0.44983818770226547,0,6.767632,-29.811218,10.556018
1331,2012-05-16,652,302334,2,JUSSARA,GO,GUARDA-MOR,MG,72,652.0,1337126400,0,0,0.7171717171717172,0.14682539682539897,0.44983818770226547,0,2.160336,-44.38413,12.819611
1335,2012-05-16,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,72,652.0,1337126400,1,1,0.7171717171717172,0.14682539682539897,0.44983818770226547,0,2.160336,-44.38413,12.819611
1336,2012-05-16,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,72,652.0,1337126400,1,1,0.7171717171717172,0.14682539682539897,0.44983818770226547,0,2.160336,-44.38413,12.819611
1337,2012-05-16,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,72,652.0,1337126400,1,1,0.7171717171717172,0.14682539682539897,0.44983818770226547,0,2.160336,-44.38413,12.819611
1346,2012-05-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1336953600,1,1,0.6464646464646465,0.13888888888888573,0.7734627831715208,0,-9.574279,18.636591,23.864038
2462,2012-06-05,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1338854400,1,1,0.6464646464646465,0.2261904761904745,0.44983818770226547,0,-3.5396714,-30.553722,31.84535
2473,2012-06-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1339632000,1,1,0.6464646464646465,0.2619047619047592,0.7734627831715208,0,14.821876,-5.7173276,18.088654
2479,2012-06-14,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,65,752.0,1339632000,1,1,0.6464646464646465,0.2619047619047592,0.7734627831715208,0,13.789663,-2.4817019,26.471033
2487,2012-06-21,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,67,652.0,1340236800,1,1,0.6666666666666667,0.28968253968253777,0.44983818770226547,0,-10.413217,-14.141655,39.352886
2488,2012-06-21,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,67,652.0,1340236800,1,1,0.6666666666666667,0.28968253968253777,0.44983818770226547,0,-10.413217,-14.141655,39.352886
2489,2012-06-21,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,67,652.0,1340236800,1,1,0.6666666666666667,0.28968253968253777,0.44983818770226547,0,-10.413217,-14.141655,39.352886
64,2012-04-17,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,21,809.0,1334620800,1,1,0.20202020202020202,0.03174603174603163,0.9579288025889969,0,-0.5402184,-16.814644,-33.545147
64,2012-04-17,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,42,809.0,1334620800,1,1,0.41414141414141414,0.03174603174603163,0.9579288025889969,0,34.242325,-24.372478,-16.016314
67,2012-04-17,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,22,809.0,1334620800,1,1,0.21212121212121213,0.03174603174603163,0.9579288025889969,0,-5.2364902,-23.823584,-31.939808
67,2012-04-17,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,41,809.0,1334620800,1,1,0.4040404040404041,0.03174603174603163,0.9579288025889969,0,26.714897,-23.29676,-17.385937
89,2012-04-12,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334188800,1,1,0.6464646464646465,0.011904761904759198,0.44983818770226547,0,25.599194,-27.298044,25.048552
97,2012-04-12,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334188800,1,1,0.6464646464646465,0.011904761904759198,0.44983818770226547,0,25.599194,-27.298044,25.048552
100,2012-04-16,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334534400,1,1,0.6464646464646465,0.027777777777778567,0.44983818770226547,0,26.810228,-21.05521,16.294693
103,2012-04-16,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,28,809.0,1334534400,1,1,0.27272727272727276,0.027777777777778567,0.9579288025889969,0,10.996293,-21.921965,-31.322458
103,2012-04-16,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,30,809.0,1334534400,1,1,0.29292929292929293,0.027777777777778567,0.9579288025889969,0,19.712744,-23.479027,-27.762276
111,2012-04-17,822,302334,2,BRITÂNIA,GO,GUARDA-MOR,MG,70,752.0,1334620800,1,1,0.6969696969696971,0.03174603174603163,0.7734627831715208,0,2.0606682,20.539501,50.545853
117,2012-04-09,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1333929600,1,1,0.6464646464646465,0.0,0.44983818770226547,0,33.242596,-20.16836,24.430803
361,2012-04-09,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,28,809.0,1333929600,1,1,0.27272727272727276,0.0,0.9579288025889969,0,7.336163,-32.621296,-31.319227
361,2012-04-09,822,302334,2,BARRA DO GARÇAS,MT,GUARDA-MOR,MG,28,809.0,1333929600,1,1,0.27272727272727276,0.0,0.9579288025889969,0,7.336163,-32.621296,-31.319227
371,2012-04-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334016000,1,1,0.6464646464646465,0.003968253968253066,0.44983818770226547,0,33.94003,-28.962326,18.796299
386,2012-04-10,822,302334,2,JUSSARA,GO,GUARDA-MOR,MG,65,652.0,1334016000,1,1,0.6464646464646465,0.003968253968253066,0.44983818770226547,0,33.94003,-28.962326,18.796299
