id_gta,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
5646370,2017-04-18 20:58:01.262,14654.0,30122,30,3104007,MG,3131604,MG,5,1492549081,0,0,0.026845637583892617,0.390098250687672,0
5646438,2017-04-18 22:03:29.043,14513.0,30122,30,3104007,MG,3131604,MG,1,1492553009,0,0,0.0,0.3901080099213643,0
5646489,2017-04-18 22:29:32.149,29125.0,30122,30,3104007,MG,3131604,MG,5,1492554572,0,0,0.026845637583892617,0.3901118932416954,0
5646582,2017-04-18 23:30:49.136,31356.0,30122,30,3148103,MG,3131604,MG,8,1492558249,0,0,0.04697986577181208,0.39012102885836697,0
5646587,2017-04-18 23:32:40.020,395760.0,30122,30,3148103,MG,3131604,MG,14,1492558360,0,0,0.087248322147651,0.3901213046411929,0
1779160,2014-02-05 09:45:54.333,463592.0,30122,8,3148103,MG,3131604,MG,4,1391593554,0,0,0.020134228187919462,0.13927121898776784,0
1779160,2014-02-05 09:45:54.333,463592.0,30122,8,3148103,MG,3131604,MG,2,1391593554,1,1,0.006711409395973154,0.13927121898776784,1
1779345,2014-02-05 10:04:17.059,451226.0,30122,8,3148103,MG,3131604,MG,2,1391594657,0,0,0.006711409395973154,0.1392739594243162,0
10310050,2020-08-07 07:17:39.429,149231.0,30122,30,3131604,MG,3131604,MG,1,1596784659,0,0,0.0,0.6490746673752281,0
10310070,2020-08-07 07:27:24.184,29883.0,30122,30,3131604,MG,3131604,MG,2,1596785244,0,0,0.006711409395973154,0.649076120825256,0
4127507,2016-02-04 08:55:58.622,31237.0,30122,2,3123502,MG,3131604,MG,2,1454576158,0,0,0.006711409395973154,0.29575338573482,0
4127612,2016-02-04 09:04:56.117,30304.0,30122,30,3143104,MG,3131604,MG,5,1454576696,0,0,0.026845637583892617,0.2957547224119397,0
4128183,2016-02-04 09:54:05.756,30193.0,30122,30,3143104,MG,3131604,MG,7,1454579645,0,0,0.04026845637583893,0.29576204929079886,0
5647863,2017-04-19 09:25:39.891,561591.0,30122,30,3148103,MG,3131604,MG,6,1492593939,0,0,0.03355704697986577,0.39020970173272485,0
3846967,2015-11-16 23:22:20.011,465748.0,30122,30,3166808,MG,3131604,MG,23,1447716140,0,0,0.1476510067114094,0.2787094654713167,0
3846967,2015-11-16 23:22:20.011,465748.0,30122,30,3166808,MG,3131604,MG,74,1447716140,1,1,0.4899328859060403,0.2787094654713167,1
1784476,2014-02-06 14:04:55.797,370771.0,30122,2,3131604,MG,3131604,MG,5,1391695495,0,0,0.026845637583892617,0.13952449445666337,0
4132771,2016-02-05 08:49:04.999,56546.0,30122,30,3114303,MG,3131604,MG,4,1454662144,0,0,0.020134228187919462,0.2959670205281655,0
3851866,2015-11-18 08:54:49.060,572053.0,30122,30,3148103,MG,3131604,MG,3,1447836889,0,0,0.013422818791946307,0.2790094699797452,0
3851866,2015-11-18 08:54:49.060,572053.0,30122,30,3148103,MG,3131604,MG,3,1447836889,1,1,0.013422818791946307,0.2790094699797452,1
3851882,2015-11-18 08:56:37.907,32888.0,30122,30,3148103,MG,3131604,MG,8,1447836997,0,0,0.04697986577181208,0.2790097383089809,0
3852105,2015-11-18 09:17:11.240,31927.0,30122,30,3148103,MG,3131604,MG,4,1447838231,0,0,0.020134228187919462,0.27901280421895436,0
3852196,2015-11-18 09:24:20.965,529527.0,30122,30,3148103,MG,3131604,MG,6,1447838660,0,0,0.03355704697986577,0.2790138700823084,0
3852245,2015-11-18 09:28:32.907,261849.0,30122,30,3148103,MG,3131604,MG,12,1447838912,0,0,0.07382550335570469,0.279014496183859,0
3852245,2015-11-18 09:28:32.907,261849.0,30122,30,3148103,MG,3131604,MG,2,1447838912,1,1,0.006711409395973154,0.279014496183859,1
5646376,2017-04-18 21:02:56.271,276911.0,30122,30,3104007,MG,3131604,MG,5,1492549376,0,0,0.026845637583892617,0.39009898362401074,0
5646601,2017-04-18 23:49:28.011,31559.0,30122,30,3148103,MG,3131604,MG,2,1492559368,0,0,0.006711409395973154,0.39012380904739485,0
5646601,2017-04-18 23:49:28.011,31559.0,30122,30,3148103,MG,3131604,MG,2,1492559368,1,1,0.006711409395973154,0.39012380904739485,1
1779142,2014-02-05 09:42:31.716,335992.0,30122,8,3148103,MG,3131604,MG,8,1391593351,0,0,0.04697986577181208,0.1392707146281853,0
1779207,2014-02-05 09:51:17.907,32033.0,30122,8,3148103,MG,3131604,MG,2,1391593877,0,0,0.006711409395973154,0.13927202149094553,0
