id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,distancia_km,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,distancia_km_norm,cluster,tsne-3d-1,tsne-3d-2,tsne-3d-3
44624,2016-05-31,72017,23537,2,SANTA CRUZ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.318,1464652800,0,0,0.8205128205128205,0.3583471859415819,0.00027084969716920397,0,-20.423862,21.40319,-5.3982997
220279,2022-11-09,72017,23537,2,SANTA CRUZ DO XINGU,MT,CAPINÓPOLIS,MG,80,1.318,1667952000,1,1,0.9999999999999999,0.9171218237948229,0.00027084969716920397,1,36.59495,-25.7372,-3.8451111
221071,2022-11-16,72017,23537,2,SANTA CRUZ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.318,1668556800,1,1,0.8205128205128205,0.9187841367846121,0.00027084969716920397,1,3.6472478,4.31905,33.529564
45756,2016-06-18,10543,23537,2,SÃO JOSÉ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.251,1466208000,0,0,0.8205128205128205,0.36262170505818103,0.00020105381366790896,0,-23.143633,32.013817,-6.646685
45766,2016-06-18,10543,23537,2,SÃO JOSÉ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.251,1466208000,1,1,0.8205128205128205,0.36262170505818103,0.00020105381366790896,0,-23.143633,32.013817,-6.646685
221812,2022-11-22,72017,23537,2,SANTA CRUZ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.318,1669075200,1,1,0.8205128205128205,0.9202089764901449,0.00027084969716920397,1,-3.77913,9.990138,25.611706
222658,2022-11-28,72017,23537,2,SANTA CRUZ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.318,1669593600,1,1,0.8205128205128205,0.9216338161956776,0.00027084969716920397,1,3.788994,17.52977,32.92824
132355,2021-05-13,72017,23537,2,SANTA CRUZ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.318,1620864000,1,1,0.8205128205128205,0.7876988838755641,0.00027084969716920397,1,-31.659002,1.1324173,-43.358692
134481,2021-05-21,72017,23537,2,SANTA CRUZ DO XINGU,MT,CAPINÓPOLIS,MG,66,1.318,1621555200,1,1,0.8205128205128205,0.789598670149608,0.00027084969716920397,1,-36.62316,-5.0509706,-34.087418
47109,2016-06-30,10736,23537,2,CONFRESA,MT,CAPINÓPOLIS,MG,66,1.238,1467244800,0,0,0.8205128205128205,0.36547138446924743,0.00018751132880944887,0,-18.493736,25.185894,4.725796
