id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
37281,2016-01-13,9216,614218,2,1506583,PA,3103504,MG,105,1452643200,1,1,1.0,0.8129175946547846,0
37580,2016-01-28,9216,614218,2,1506583,PA,3103504,MG,25,1453939200,1,1,0.2,0.8463251670378611,0
37580,2016-01-28,9216,614218,2,1506583,PA,3103504,MG,65,1453939200,1,1,0.6,0.8463251670378611,0
37581,2016-01-21,9216,614218,2,1506583,PA,3103504,MG,51,1453334400,1,1,0.46,0.8307349665924235,0
37633,2016-01-28,9216,614218,18,1506583,PA,3103504,MG,20,1453939200,1,1,0.15000000000000002,0.8463251670378611,0
36250,2015-11-19,9007,614218,2,1508084,PA,3170206,MG,10,1447891200,1,1,0.05,0.6904231625835138,0
36783,2015-12-14,7333,614218,2,1502707,PA,3170206,MG,50,1450051200,1,1,0.45,0.7461024498886388,0
36784,2015-12-14,7333,614218,2,1502707,PA,3170206,MG,50,1450051200,1,1,0.45,0.7461024498886388,0
36983,2015-12-17,7333,614218,2,1502707,PA,3170206,MG,85,1450310400,1,1,0.7999999999999999,0.752783964365257,0
37631,2016-01-28,9216,614218,18,1506583,PA,3103504,MG,25,1453939200,1,1,0.2,0.8463251670378611,0
37631,2016-01-28,9216,614218,18,1506583,PA,3103504,MG,60,1453939200,1,1,0.5499999999999999,0.8463251670378611,0
37868,2016-02-12,7333,614218,18,1502707,PA,3103504,MG,60,1455235200,1,1,0.5499999999999999,0.8797327394209304,0
37933,2016-02-11,9216,614218,18,1506583,PA,3103504,MG,83,1455148800,1,1,0.78,0.8775055679287291,0
38168,2016-02-18,7333,614218,18,1506583,PA,3103504,MG,40,1455753600,1,1,0.35000000000000003,0.8930957683741596,0
38831,2016-03-07,9216,614218,18,1506583,PA,3103504,MG,5,1457308800,1,1,0.0,0.9331848552338542,0
38833,2016-03-07,9216,614218,18,1506583,PA,3103504,MG,50,1457308800,1,1,0.45,0.9331848552338542,0
39157,2016-03-14,9216,614218,18,1506583,PA,3103504,MG,40,1457913600,1,1,0.35000000000000003,0.9487750556792847,0
39716,2016-03-28,9216,614218,2,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
39781,2016-03-28,9216,614218,18,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
39782,2016-03-23,9216,614218,18,1506583,PA,3103504,MG,50,1458691200,1,1,0.45,0.968819599109132,0
39782,2016-03-23,9216,614218,18,1506583,PA,3103504,MG,35,1458691200,1,1,0.30000000000000004,0.968819599109132,0
37140,2015-12-29,7333,614218,2,1502707,PA,3170206,MG,67,1451347200,1,1,0.62,0.7795100222717153,0
37141,2016-01-08,7333,614218,2,1502707,PA,3170206,MG,35,1452211200,1,1,0.30000000000000004,0.8017817371937639,0
37141,2016-01-08,7333,614218,2,1502707,PA,3170206,MG,55,1452211200,1,1,0.5,0.8017817371937639,0
37426,2016-01-07,7333,614218,18,1502707,PA,3103504,MG,50,1452124800,1,1,0.45,0.7995545657015555,0
37870,2015-02-12,9216,614218,18,1506583,PA,3103504,MG,25,1423699200,1,1,0.2,0.0668151447661458,0
39158,2016-03-14,9216,614218,18,1506583,PA,3103504,MG,20,1457913600,1,1,0.15000000000000002,0.9487750556792847,0
39158,2016-03-14,9216,614218,18,1506583,PA,3103504,MG,30,1457913600,1,1,0.25,0.9487750556792847,0
39786,2016-03-23,9216,614218,2,1506583,PA,3103504,MG,10,1458691200,1,1,0.05,0.968819599109132,0
39787,2016-03-23,9216,614218,18,1506583,PA,3103504,MG,5,1458691200,1,1,0.0,0.968819599109132,0
39839,2016-03-28,9216,614218,18,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
40375,2016-03-29,9216,614218,2,1506583,PA,3103504,MG,50,1459209600,1,1,0.45,0.9821826280623611,0
38166,2016-02-18,7333,614218,18,1506583,PA,3103504,MG,51,1455753600,1,1,0.46,0.8930957683741596,0
38170,2016-02-18,9216,614218,18,1506583,PA,3103504,MG,45,1455753600,1,1,0.4,0.8930957683741596,0
38170,2016-02-18,9216,614218,18,1506583,PA,3103504,MG,40,1455753600,1,1,0.35000000000000003,0.8930957683741596,0
39784,2016-03-28,9216,614218,2,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
39785,2016-03-28,9216,614218,18,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
39835,2016-03-28,9216,614218,18,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
40373,2016-03-29,9216,614218,2,1506583,PA,3103504,MG,55,1459209600,1,1,0.5,0.9821826280623611,0
40514,2016-04-05,9360,614218,18,1504208,PA,3103504,MG,88,1459814400,0,0,0.83,0.9977728285077916,0
40516,2016-04-05,9360,614218,18,1504208,PA,3103504,MG,12,1459814400,1,1,0.06999999999999999,0.9977728285077916,0
40517,2016-04-05,9360,614218,18,1502772,PA,3103504,MG,40,1459814400,1,1,0.35000000000000003,0.9977728285077916,0
40660,2016-03-29,9216,614218,2,1506583,PA,3103504,MG,40,1459209600,1,1,0.35000000000000003,0.9821826280623611,0
40662,2016-04-06,9216,614218,2,1506583,PA,3103504,MG,90,1459900800,1,1,0.85,1.0,0
40372,2016-03-29,9216,614218,2,1506583,PA,3103504,MG,50,1459209600,1,1,0.45,0.9821826280623611,0
40511,2016-04-05,9802,614218,18,1507300,PA,3103504,MG,50,1459814400,0,0,0.45,0.9977728285077916,0
37875,2016-02-05,9216,614218,18,1506583,PA,3103504,MG,82,1454630400,1,1,0.77,0.8641425389755,0
38169,2016-02-18,9216,614218,18,1506583,PA,3103504,MG,45,1455753600,1,1,0.4,0.8930957683741596,0
38535,2016-02-29,7333,614218,18,1506583,PA,3103504,MG,22,1456704000,1,1,0.16999999999999998,0.9175946547884166,0
38836,2016-03-07,9216,614218,18,1506583,PA,3103504,MG,10,1457308800,1,1,0.05,0.9331848552338542,0
39843,2016-03-28,9216,614218,2,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
40661,2016-04-06,9216,614218,2,1506583,PA,3103504,MG,40,1459900800,1,1,0.35000000000000003,1.0,0
40661,2016-04-06,9216,614218,2,1506583,PA,3103504,MG,45,1459900800,1,1,0.4,1.0,0
29338,2015-05-14,7333,614218,8,1502707,PA,3170206,MG,90,1431561600,1,1,0.85,0.26948775055679164,0
36249,2015-11-19,9007,614218,2,1508084,PA,3170206,MG,90,1447891200,1,1,0.85,0.6904231625835138,0
36474,2015-12-02,7333,614218,2,1502707,PA,3170206,MG,51,1449014400,1,1,0.46,0.7193763919821805,0
36982,2015-12-22,7333,614218,2,1502707,PA,3170206,MG,45,1450742400,1,1,0.4,0.7639198218262777,0
36982,2015-12-22,7333,614218,2,1502707,PA,3170206,MG,40,1450742400,1,1,0.35000000000000003,0.7639198218262777,0
37425,2016-01-13,7333,614218,18,1502707,PA,3103504,MG,68,1452643200,1,1,0.63,0.8129175946547846,0
37427,2015-01-13,7333,614218,2,1502707,PA,3103504,MG,37,1421107200,1,1,0.32,0.0,-1
37428,2016-01-07,7333,614218,18,1502707,PA,3103504,MG,52,1452124800,1,1,0.47000000000000003,0.7995545657015555,0
37874,2016-02-11,9216,614218,2,1506583,PA,3103504,MG,19,1455148800,1,1,0.14,0.8775055679287291,0
38167,2016-02-18,7333,614218,18,1506583,PA,3103504,MG,51,1455753600,1,1,0.46,0.8930957683741596,0
38289,2016-02-22,7333,614218,18,1506583,PA,3103504,MG,40,1456099200,1,1,0.35000000000000003,0.902004454342979,0
38289,2016-02-22,7333,614218,18,1506583,PA,3103504,MG,45,1456099200,1,1,0.4,0.902004454342979,0
38536,2016-02-26,7333,614218,18,1502707,PA,3103504,MG,80,1456444800,1,1,0.75,0.9109131403117985,0
38835,2016-03-07,9216,614218,18,1506583,PA,3103504,MG,25,1457308800,1,1,0.2,0.9331848552338542,0
39783,2016-03-28,9216,614218,2,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
39788,2016-03-23,9216,614218,2,1506583,PA,3103504,MG,90,1458691200,1,1,0.85,0.968819599109132,0
39837,2016-03-28,9216,614218,18,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
39840,2016-03-28,9216,614218,18,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
39842,2016-03-28,9216,614218,2,1506583,PA,3103504,MG,90,1459123200,1,1,0.85,0.9799554565701527,0
