id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
61382,2017-05-05,12292,464348,2,1717909,TO,3169604,MG,50,1493942400,1,1,0.5,0.6546822742474916,0
63681,2017-05-23,12292,464348,2,1717909,TO,3169604,MG,50,1495497600,1,1,0.5,0.669732441471572,0
37457,2016-01-21,9262,464348,2,1503044,PA,3169604,MG,60,1453334400,0,0,0.6086956521739131,0.261705685618729,0
37761,2016-02-08,7378,464348,2,1502707,PA,3169604,MG,24,1454889600,0,0,0.21739130434782608,0.27675585284280935,0
37762,2016-02-10,9153,464348,2,1502707,PA,3169604,MG,45,1455062400,0,0,0.44565217391304346,0.27842809364548593,0
37451,2016-01-21,9261,464348,2,1502707,PA,3169604,MG,46,1453334400,0,0,0.4565217391304348,0.261705685618729,0
37455,2016-01-21,7376,464348,2,1502707,PA,3169604,MG,30,1453334400,0,0,0.28260869565217395,0.261705685618729,0
37760,2016-02-08,9319,464348,2,1502707,PA,3169604,MG,24,1454889600,0,0,0.21739130434782608,0.27675585284280935,0
74508,2017-12-20,10244,464348,2,1716109,TO,3169604,MG,75,1513728000,1,1,0.7717391304347826,0.8461538461538467,0
75364,2018-01-23,10244,464348,2,1716109,TO,3169604,MG,40,1516665600,1,1,0.3913043478260869,0.8745819397993309,0
75364,2018-01-23,10244,464348,2,1716109,TO,3169604,MG,10,1516665600,1,1,0.06521739130434782,0.8745819397993309,0
37752,2016-02-02,9264,464348,2,1502707,PA,3169604,MG,23,1454371200,0,0,0.20652173913043478,0.27173913043478315,0
37755,2016-02-03,9316,464348,2,1502707,PA,3169604,MG,47,1454457600,0,0,0.46739130434782605,0.27257525083612144,0
75365,2018-01-23,10244,464348,2,1716109,TO,3169604,MG,40,1516665600,1,1,0.3913043478260869,0.8745819397993309,0
75365,2018-01-23,10244,464348,2,1716109,TO,3169604,MG,10,1516665600,1,1,0.06521739130434782,0.8745819397993309,0
37453,2016-01-21,7378,464348,2,1502707,PA,3169604,MG,44,1453334400,1,1,0.4347826086956522,0.261705685618729,0
37756,2016-02-02,9221,464348,2,1502707,PA,3169604,MG,30,1454371200,0,0,0.28260869565217395,0.27173913043478315,0
74509,2017-12-20,10244,464348,2,1716109,TO,3169604,MG,75,1513728000,1,1,0.7717391304347826,0.8461538461538467,0
38485,2016-02-23,9442,464348,2,1502707,PA,3169604,MG,4,1456185600,0,0,0.0,0.2892976588628766,0
38787,2016-03-02,9517,464348,2,1502707,PA,3169604,MG,14,1456876800,0,0,0.10869565217391305,0.2959866220735794,0
39461,2016-03-14,9614,464348,2,1502707,PA,3169604,MG,13,1457913600,0,0,0.09782608695652173,0.3060200668896318,0
39462,2016-03-14,7378,464348,2,1502707,PA,3169604,MG,19,1457913600,1,1,0.16304347826086957,0.3060200668896318,0
38483,2016-02-23,9440,464348,2,1502707,PA,3169604,MG,12,1456185600,1,1,0.08695652173913043,0.2892976588628766,0
77217,2018-03-09,10244,464348,2,1716109,TO,3169604,MG,80,1520553600,1,1,0.8260869565217391,0.9122073578595327,0
77669,2018-03-19,10244,464348,2,1716109,TO,3169604,MG,4,1521417600,1,1,0.0,0.9205685618729103,0
77669,2018-03-19,10244,464348,2,1716109,TO,3169604,MG,76,1521417600,1,1,0.782608695652174,0.9205685618729103,0
79683,2017-04-09,14245,464348,2,1715002,TO,3169604,MG,60,1491696000,0,0,0.6086956521739131,0.6329431438127102,0
78158,2018-03-28,10244,464348,2,1716109,TO,3169604,MG,9,1522195200,1,1,0.05434782608695651,0.9280936454849495,0
78158,2018-03-28,10244,464348,2,1716109,TO,3169604,MG,96,1522195200,1,1,1.0,0.9280936454849495,0
79680,2018-04-09,14245,464348,2,1715002,TO,3169604,MG,30,1523232000,1,1,0.28260869565217395,0.9381270903010037,0
79680,2018-04-09,14245,464348,2,1715002,TO,3169604,MG,14,1523232000,1,1,0.10869565217391305,0.9381270903010037,0
79680,2018-04-09,14245,464348,2,1715002,TO,3169604,MG,16,1523232000,1,1,0.13043478260869565,0.9381270903010037,0
79972,2018-04-25,10244,464348,2,1716109,TO,3169604,MG,44,1524614400,1,1,0.4347826086956522,0.9515050167224093,0
38484,2016-02-23,9441,464348,2,1502707,PA,3169604,MG,15,1456185600,0,0,0.11956521739130435,0.2892976588628766,0
38484,2016-02-23,9441,464348,2,1502707,PA,3169604,MG,23,1456185600,1,1,0.20652173913043478,0.2892976588628766,0
38788,2016-03-02,9518,464348,2,1502707,PA,3169604,MG,15,1456876800,0,0,0.11956521739130435,0.2959866220735794,0
38790,2016-03-02,9520,464348,2,1502707,PA,3169604,MG,19,1456876800,0,0,0.16304347826086957,0.2959866220735794,0
38790,2016-03-02,9520,464348,2,1502707,PA,3169604,MG,11,1456876800,1,1,0.07608695652173914,0.2959866220735794,0
38791,2016-03-02,9440,464348,2,1502707,PA,3169604,MG,18,1456876800,1,1,0.15217391304347824,0.2959866220735794,0
39464,2015-03-14,9616,464348,2,1502707,PA,3169604,MG,8,1426291200,0,0,0.043478260869565216,0.0,0
77667,2018-03-19,10244,464348,2,1716109,TO,3169604,MG,70,1521417600,1,1,0.717391304347826,0.9205685618729103,0
41408,2016-04-07,9953,464348,2,1502707,PA,3169604,MG,11,1459987200,0,0,0.07608695652173914,0.32608695652174013,0
41409,2016-04-07,9887,464348,2,1502707,PA,3169604,MG,23,1459987200,0,0,0.20652173913043478,0.32608695652174013,0
83907,2018-06-22,10244,464348,2,1716109,TO,3169604,MG,43,1529625600,1,1,0.42391304347826086,1.0,0
83907,2018-06-22,10244,464348,2,1716109,TO,3169604,MG,28,1529625600,1,1,0.26086956521739135,1.0,0
83907,2018-06-22,10244,464348,2,1716109,TO,3169604,MG,15,1529625600,1,1,0.11956521739130435,1.0,0
81168,2018-05-07,10244,464348,2,1716109,TO,3169604,MG,34,1525651200,1,1,0.32608695652173914,0.9615384615384617,0
81168,2018-05-07,10244,464348,2,1716109,TO,3169604,MG,36,1525651200,1,1,0.34782608695652173,0.9615384615384617,0
79979,2018-04-10,10244,464348,2,1716109,TO,3169604,MG,36,1523318400,1,1,0.34782608695652173,0.938963210702342,0
80333,2018-04-27,10244,464348,2,1716109,TO,3169604,MG,80,1524787200,1,1,0.8260869565217391,0.9531772575250841,0
43295,2016-05-17,7378,464348,2,1502707,PA,3169604,MG,27,1463443200,1,1,0.24999999999999997,0.3595317725752505,0
43295,2016-05-17,7378,464348,2,1502707,PA,3169604,MG,63,1463443200,1,1,0.6413043478260869,0.3595317725752505,0
81409,2018-05-15,10244,464348,2,1716109,TO,3169604,MG,30,1526342400,1,1,0.28260869565217395,0.9682274247491645,0
81409,2018-05-15,10244,464348,2,1716109,TO,3169604,MG,15,1526342400,1,1,0.11956521739130435,0.9682274247491645,0
81409,2018-05-15,10244,464348,2,1716109,TO,3169604,MG,15,1526342400,1,1,0.11956521739130435,0.9682274247491645,0
44166,2016-05-20,10358,464348,2,1502707,PA,3169604,MG,18,1463702400,0,0,0.15217391304347824,0.36204013377926536,0
44166,2016-05-20,10358,464348,2,1502707,PA,3169604,MG,17,1463702400,1,1,0.14130434782608695,0.36204013377926536,0
45471,2016-06-16,10356,464348,2,1502707,PA,3169604,MG,40,1466035200,1,1,0.3913043478260869,0.384615384615385,0
45472,2016-06-16,10522,464348,2,1502707,PA,3169604,MG,10,1466035200,0,0,0.06521739130434782,0.384615384615385,0
45474,2016-06-16,10523,464348,2,1502707,PA,3169604,MG,12,1466035200,0,0,0.08695652173913043,0.384615384615385,0
45475,2016-06-16,10524,464348,2,1502707,PA,3169604,MG,11,1466035200,0,0,0.07608695652173914,0.384615384615385,0
45873,2016-06-24,10557,464348,2,1502707,PA,3169604,MG,12,1466726400,0,0,0.08695652173913043,0.3913043478260878,0
37314,2016-01-12,7378,464348,2,1502707,PA,3169604,MG,80,1452556800,1,1,0.8260869565217391,0.2541806020066897,0
37758,2016-02-08,9317,464348,2,1502707,PA,3169604,MG,32,1454889600,0,0,0.30434782608695654,0.27675585284280935,0
37763,2016-02-01,9320,464348,2,1502756,PA,3169604,MG,35,1454284800,0,0,0.3369565217391304,0.27090301003344486,0
38482,2016-02-23,9439,464348,2,1502707,PA,3169604,MG,23,1456185600,0,0,0.20652173913043478,0.2892976588628766,0
38482,2016-02-23,9439,464348,2,1502707,PA,3169604,MG,13,1456185600,1,1,0.09782608695652173,0.2892976588628766,0
38789,2016-03-02,9519,464348,2,1502707,PA,3169604,MG,13,1456876800,0,0,0.09782608695652173,0.2959866220735794,0
39460,2016-03-14,9316,464348,2,1502707,PA,3169604,MG,20,1457913600,1,1,0.17391304347826086,0.3060200668896318,0
39460,2016-03-14,9316,464348,2,1502707,PA,3169604,MG,20,1457913600,1,1,0.17391304347826086,0.3060200668896318,0
78724,2018-04-06,10244,464348,2,1716109,TO,3169604,MG,30,1522972800,1,1,0.28260869565217395,0.9356187290969906,0
78724,2018-04-06,10244,464348,2,1716109,TO,3169604,MG,40,1522972800,1,1,0.3913043478260869,0.9356187290969906,0
41411,2016-04-07,7378,464348,2,1502707,PA,3169604,MG,50,1459987200,1,1,0.5,0.32608695652174013,0
79681,2018-04-09,14245,464348,2,1715002,TO,3169604,MG,29,1523232000,1,1,0.2717391304347826,0.9381270903010037,0
79681,2018-04-09,14245,464348,2,1715002,TO,3169604,MG,15,1523232000,1,1,0.11956521739130435,0.9381270903010037,0
79681,2018-04-09,14245,464348,2,1715002,TO,3169604,MG,14,1523232000,1,1,0.10869565217391305,0.9381270903010037,0
81401,2018-05-15,10244,464348,2,1716109,TO,3169604,MG,50,1526342400,1,1,0.5,0.9682274247491645,0
81401,2018-05-15,10244,464348,2,1716109,TO,3169604,MG,8,1526342400,1,1,0.043478260869565216,0.9682274247491645,0
81401,2018-05-15,10244,464348,2,1716109,TO,3169604,MG,7,1526342400,1,1,0.03260869565217392,0.9682274247491645,0
