id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
217152,2022-10-17,55344,434376,2,5101803,MT,3170438,MG,43,1665964800,0,0,0.28965517241379307,0.5731300619342559,0
217242,2022-10-17,55434,434376,2,5106257,MT,3170438,MG,71,1665964800,0,0,0.48275862068965514,0.5731300619342559,0
217251,2022-10-17,55443,434376,2,5101803,MT,3170438,MG,71,1665964800,0,0,0.48275862068965514,0.5731300619342559,0
217260,2022-10-17,55452,434376,2,5106257,MT,3170438,MG,71,1665964800,0,0,0.48275862068965514,0.5731300619342559,0
217505,2022-10-19,55656,434376,2,5101803,MT,3170438,MG,50,1666137600,0,0,0.33793103448275863,0.5740828966174369,0
217508,2022-10-19,55659,434376,2,5101803,MT,3170438,MG,9,1666137600,0,0,0.05517241379310345,0.5740828966174369,0
217560,2022-10-19,55711,434376,2,5106257,MT,3170438,MG,50,1666137600,0,0,0.33793103448275863,0.5740828966174369,0
217561,2022-10-19,55712,434376,2,5101803,MT,3170438,MG,50,1666137600,0,0,0.33793103448275863,0.5740828966174369,0
217583,2022-10-19,55734,434376,2,5106257,MT,3170438,MG,47,1666137600,0,0,0.3172413793103448,0.5740828966174369,0
217748,2022-10-20,55890,434376,2,5101803,MT,3170438,MG,97,1666224000,0,0,0.6620689655172414,0.5745593139590284,0
217749,2022-10-20,55891,434376,2,5101803,MT,3170438,MG,97,1666224000,0,0,0.6620689655172414,0.5745593139590284,0
217750,2022-10-20,55892,434376,2,5101803,MT,3170438,MG,97,1666224000,0,0,0.6620689655172414,0.5745593139590284,0
217757,2022-10-20,55899,434376,2,5101803,MT,3170438,MG,54,1666224000,0,0,0.3655172413793103,0.5745593139590284,0
217758,2022-10-20,55900,434376,2,5101803,MT,3170438,MG,54,1666224000,0,0,0.3655172413793103,0.5745593139590284,0
217766,2022-10-20,55908,434376,2,5101803,MT,3170438,MG,97,1666224000,0,0,0.6620689655172414,0.5745593139590284,0
217974,2022-10-21,56096,434376,2,5101803,MT,3170438,MG,134,1666310400,0,0,0.9172413793103448,0.5750357313006198,0
