id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
14537,2013-10-10,4633,15711,3,3538907,SP,3114550,MG,1,1381363200,0,0,0.0,0.0,-1
79384,2017-12-12,14201,15711,3,5000252,MS,3114550,MG,1,1513036800,0,0,0.0,0.6782376502002663,0
101026,2019-06-26,1220,15711,3,5006309,MS,3114550,MG,3,1561507200,0,0,0.08695652173913043,0.9279038718291046,0
101026,2019-06-26,1220,15711,3,5006309,MS,3114550,MG,1,1561507200,1,1,0.0,0.9279038718291046,0
109232,2019-12-05,17137,15711,3,5006309,MS,3114550,MG,9,1575504000,0,0,0.34782608695652173,0.9999999999999991,0
109232,2019-12-05,17137,15711,3,5006309,MS,3114550,MG,17,1575504000,1,1,0.6956521739130435,0.9999999999999991,0
107265,2019-08-15,17137,15711,3,5006309,MS,3114550,MG,10,1565827200,1,1,0.3913043478260869,0.9501557632398745,0
107265,2019-08-15,17137,15711,3,5006309,MS,3114550,MG,15,1565827200,1,1,0.6086956521739131,0.9501557632398745,0
107268,2019-06-15,17138,15711,2,5000252,MS,3114550,MG,1,1560556800,0,0,0.0,0.9230084557187359,0
107268,2019-06-15,17138,15711,2,5000252,MS,3114550,MG,24,1560556800,1,1,1.0,0.9230084557187359,-1
