id_gta,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
2046724,2014-04-26 16:19:14.503,15798.0,15798,2,3114550,MG,3114550,MG,10,1398529154,0,0,0.06040268456375839,0.2895373242386965,0
2046724,2014-04-26 16:19:14.503,15798.0,15798,2,3114550,MG,3114550,MG,10,1398529154,1,1,0.06040268456375839,0.2895373242386965,1
666722,2013-01-11 08:58:44.507,15980.0,15798,3,3114550,MG,3114550,MG,140,1357894724,0,0,0.9328859060402684,0.08966485779424271,2
2062463,2014-04-29 15:53:34.745,15977.0,15798,2,3114550,MG,3114550,MG,2,1398786814,0,0,0.006711409395973154,0.29080470118243795,0
1466907,2013-10-07 10:00:26.111,15980.0,15798,3,3114550,MG,3114550,MG,25,1381140026,1,1,0.16107382550335572,0.20400375325767595,1
1466871,2013-10-07 09:58:51.030,429164.0,15798,3,3114550,MG,3114550,MG,150,1381139931,0,0,0.9999999999999999,0.2040032859720684,2
7187797,2018-06-12 15:54:17.211,15654.0,15798,2,3114550,MG,3114550,MG,113,1528818857,0,0,0.7516778523489933,0.9304057771965795,0
7187802,2018-06-12 15:54:35.903,15654.0,15798,2,3114550,MG,3114550,MG,115,1528818875,1,1,0.7651006711409396,0.9304058657349055,1
7187792,2018-06-12 15:53:48.313,15654.0,15798,2,3114550,MG,3114550,MG,113,1528818828,1,1,0.7516778523489933,0.9304056345514997,1
1171937,2013-07-01 14:47:26.846,15798.0,15798,3,3114550,MG,3114550,MG,2,1372690046,1,1,0.006711409395973154,0.16244002653611744,1
1171937,2013-07-01 14:47:26.846,15798.0,15798,3,3114550,MG,3114550,MG,1,1372690046,1,1,0.0,0.16244002653611744,1
1171937,2013-07-01 14:47:26.846,15798.0,15798,3,3114550,MG,3114550,MG,46,1372690046,1,1,0.30201342281879195,0.16244002653611744,1
1172059,2013-07-01 14:59:39.245,15798.0,15798,3,3114550,MG,3114550,MG,2,1372690779,1,1,0.006711409395973154,0.16244363201348921,1
1172059,2013-07-01 14:59:39.245,15798.0,15798,3,3114550,MG,3114550,MG,1,1372690779,1,1,0.0,0.16244363201348921,1
1172059,2013-07-01 14:59:39.245,15798.0,15798,3,3114550,MG,3114550,MG,46,1372690779,1,1,0.30201342281879195,0.16244363201348921,1
6479239,2017-12-04 17:00:18.653,15798.0,15798,3,3114550,MG,3114550,MG,26,1512406818,1,1,0.16778523489932887,0.8496783075529164,1
4628199,2016-06-15 09:36:01.854,15798.0,15798,30,3114550,MG,3114550,MG,2,1465983361,1,1,0.006711409395973154,0.6213307990123003,1
4628199,2016-06-15 09:36:01.854,15798.0,15798,30,3114550,MG,3114550,MG,1,1465983361,1,1,0.0,0.6213307990123003,1
4628199,2016-06-15 09:36:01.854,15798.0,15798,30,3114550,MG,3114550,MG,3,1465983361,1,1,0.013422818791946307,0.6213307990123003,1
1207086,2013-07-11 13:28:48.939,511676.0,15798,3,3114550,MG,3114550,MG,2,1373549328,0,0,0.006711409395973154,0.1666666592884729,0
5777768,2017-05-25 09:30:37.328,15798.0,15798,3,3114550,MG,3114550,MG,4,1495704637,1,1,0.020134228187919462,0.767523688638077,1
5777768,2017-05-25 09:30:37.328,15798.0,15798,3,3114550,MG,3114550,MG,10,1495704637,1,1,0.06040268456375839,0.767523688638077,1
5777774,2017-05-25 09:31:07.518,15798.0,15798,3,3114550,MG,3114550,MG,8,1495704667,1,1,0.04697986577181208,0.7675238362019536,1
5777774,2017-05-25 09:31:07.518,15798.0,15798,3,3114550,MG,3114550,MG,1,1495704667,1,1,0.0,0.7675238362019536,1
